Contributor General,Location City,Location Country,Location State,Latitude (generated),Longitude (generated)
other,"los angeles', 'wilmington (los angeles)', 'santa monica'",united states',california',34.0544,-118.2439
other,"los angeles', 'los angeles metropolitan area'",united states',california',34.0544,-118.2439
other,"los angeles', 'brooklyn hights'",united states',california',34.0544,-118.2439
other,los angeles',united states',california',34.0544,-118.2439
other,longwood',united states',florida',28.7008,-81.3466
other,livingston',united states',montana',45.6624,-110.561
other,"liverpool', 'liverpool metropolitan area'",england',,,
other,littleton',united states',new hampshire',44.3062,-71.7701
other,little falls',united states',new york (state)',43.0434,-74.8596
other,lindenhurst',united states',new york (state)',40.6868,-73.3735
other,lima',united states',ohio',40.7426,-84.1052
other,lebanon',united states',new hampshire',43.6425,-72.2514
other,leadville',united states',colorado',39.2508,-106.2925
other,las vegas',united states',new mexico',35.5939,-105.2239
other,laredo',united states',texas',27.5061,-99.5089
other,lancaster',united states',new hampshire',44.4887,-71.5698
other,lakeside (ottawa county)',united states',ohio',,
other,lakeport',united states',california',39.043,-122.9158
other,lake village',united states',new hampshire',,
other,laconia',united states',new hampshire',43.5279,-71.4704
other,la crosse',united states',wisconsin',43.8014,-91.2396
other,kingfield',united states',maine',44.9592,-70.154
other,kennebunk',united states',maine',43.384,-70.5448
other,kearney',united states',nebraska',40.6995,-99.0819
other,kansas city',united states',"missouri', 'kansas'",39.0845,-94.563
other,kalamazoo',united states',michigan',42.2917,-85.5872
other,jamestown',united states',north dakota',46.9105,-98.7084
other,jamestown',united states',new york (state)',42.097,-79.2353
other,jacksonville',united states',oregon',42.3144,-122.9653
other,jacksonville',united states',florida',30.3322,-81.6557
other,ipswich',united states',massachusetts',42.6793,-70.8412
other,ilion',united states',new york (state)',43.0151,-75.0354
other,hyannis',united states',massachusetts',41.6529,-70.2828
other,houston',united states',texas',29.7589,-95.3677
other,houlton',united states',maine',46.1251,-67.8408
other,hot springs',united states',arkansas',34.5038,-93.0552
other,hopedale',united states',massachusetts',42.1307,-71.5412
other,"holyoke', 'south hadley falls'",united states',massachusetts',42.2043,-72.6162
other,holliston',united states',massachusetts',42.2001,-71.4245
other,"hingham', 'south hingham'",united states',massachusetts',42.2418,-70.8898
other,highland',united states',illinois',38.7395,-89.6712
other,hicksville',united states',new york (state)',40.7684,-73.5251
other,hickory',united states',north carolina',35.7332,-81.3412
other,helena',united states',montana',46.5927,-112.0361
other,healdsburg',united states',california',38.6107,-122.8701
other,harrisburg',united states',pennsylvania',40.2663,-76.8861
other,"hardwick', 'granite junction'",united states',vermont',44.5037,-72.3678
other,hampton',united states',virginia',37.0301,-76.3452
other,hamilton',canada',ontario',43.2547,-79.8678
other,hailey',united states',idaho',43.5196,-114.3153
other,gunnison',united states',colorado',38.6477,-107.0603
other,greencastle',united states',indiana',39.6445,-86.8647
other,green river',united states',wyoming',41.5291,-109.4665
other,greeley',united states',colorado',40.4233,-104.7091
other,great falls',united states',montana',47.5049,-111.2919
other,great bend',united states',kansas',38.3622,-98.7803
other,golden',united states',colorado',39.7555,-105.2211
other,georgetown (washington)',united states',district of columbia',,
other,"gardiner', 'pittston'",united states',maine',44.2301,-69.7753
other,galion',united states',ohio',40.7337,-82.7899
other,friendship',united states',new york (state)',42.2065,-78.1375
other,fresno',united states',california',36.6714,-119.8155
other,freeport',united states',new york (state)',40.6576,-73.5832
other,fredericksburg',united states',virginia',38.2968,-77.4834
other,frederick',united states',south dakota',45.8325,-98.5062
other,fort wayne',united states',indiana',41.08,-85.1386
other,fort collins',united states',colorado',40.5509,-105.0668
other,flandreau',united states',south dakota',44.0494,-96.5953
other,farmington',united states',new hampshire',43.3898,-71.0651
other,farmingdale',united states',new york (state)',40.7326,-73.4454
other,exeter',united states',new hampshire',42.9815,-70.9478
other,evansville',united states',indiana',37.9748,-87.5558
other,eureka',united states',california',40.8021,-124.1637
other,erie',united states',pennsylvania',42.1291,-80.0852
other,enosburg falls',united states',vermont',44.907,-72.8065
other,"elmira', 'elmira heights'",united states',new york (state)',42.0898,-76.8077
other,elizabeth',united states',new jersey',40.664,-74.2107
other,elgin',united states',illinois',42.0372,-88.2812
other,egg harbor city',united states',new jersey',39.5287,-74.6479
other,edinboro',united states',pennsylvania',41.8742,-80.1317
other,edgartown',united states',massachusetts',41.389,-70.5134
other,eastport',united states',maine',44.9062,-66.99
other,"easton', 'phillipsburg'",united states',"pennsylvania', 'new jersey'",40.6916,-75.21
other,east walpole',united states',massachusetts',42.162,-71.2106
other,duluth',united states',minnesota',46.7729,-92.1251
other,dover',united states',new hampshire',43.1981,-70.8739
other,dixfield',united states',maine',44.534,-70.4559
other,detroit',united states',michigan',42.3487,-83.0567
other,"derby', 'shelton'",united states',connecticut',41.3224,-73.089
other,depew',united states',new york (state)',42.9022,-78.6957
other,denver',united states',colorado',39.7348,-104.9653
other,denison',united states',texas',33.7557,-96.5367
other,delavan',united states',wisconsin',42.6331,-88.6437
other,dedham',united states',massachusetts',42.2418,-71.1662
other,"davenport', 'council bluffs', 'atlantic', 'muscatine', 'chariton', 'des moines', 'red oak'",united states',iowa',41.5236,-90.5776
other,dallas',united states',texas',32.7763,-96.7969
other,cripple creek',united states',colorado',38.7467,-105.1783
other,coronado',united states',california',32.6859,-117.1831
other,corning',united states',new york (state)',42.1429,-77.0547
other,coney island (new york)',united states',new york (state)',,
other,concord',united states',new hampshire',43.2071,-71.537
other,columbia',united states',south carolina',34.0007,-81.0343
other,"colorado springs', 'colorado city', 'manitou springs'",united states',colorado',38.834,-104.8253
other,colorado springs',united states',colorado',38.834,-104.8253
other,cobleskill',united states',new york (state)',42.6779,-74.4854
other,cleveland',united states',ohio',41.5052,-81.6934
other,clark',united states',south dakota',44.8777,-97.7331
other,circleville',united states',ohio',39.6006,-82.946
other,"cincinnati', 'covington', 'newport'",united states',"ohio', 'kentucky'",,
other,cincinnati',united states',ohio',39.1015,-84.5125
other,chicopee',united states',massachusetts',42.1487,-72.6079
other,"chicago', ""world's columbian exposition (1893 : chicago)""",united states',illinois',41.8756,-87.6244
other,chicago',united states',illinois',41.8756,-87.6244
other,cheyenne',united states',wyoming',41.14,-104.8202
other,cherryfield',united states',maine',44.6073,-67.9258
other,chattanooga',united states',tennessee',35.0456,-85.3097
other,chatham',canada',ontario',,
other,charleston',united states',south carolina',32.7876,-79.9403
other,central city (imaginary place)',united states',colorado',39.8019,-105.5136
other,centennial exhibition (1876 : philadelphia)',united states',pennsylvania',40.0115,-75.1327
other,cedar key',united states',florida',29.1377,-83.036
other,cazenovia',united states',new york (state)',42.9301,-75.8527
other,"canajoharie', 'palatine bridge'",united states',new york (state)',42.9056,-74.5718
other,"buffalo', 'buffalo metropolitan area'",united states',new york (state)',42.9333,-78.877
other,buffalo',united states',new york (state)',42.9333,-78.877
other,buena vista',united states',virginia',37.7343,-79.3539
other,buena vista',united states',colorado',38.8422,-106.1311
other,"brownsville (fayette county)', 'bridgeport (fayette county)', 'west brownsville'",united states',pennsylvania',40.0237,-79.8839
other,brooklyn (new york)',united states',new york (state)',40.6922,-73.9902
other,brookland (washington)',united states',district of columbia',,
other,bronx (new york)',united states',new york (state)',40.8262,-73.9231
other,brockton',united states',massachusetts',42.0834,-71.0184
other,bristol',united states',new hampshire',43.5913,-71.7368
other,brigham city',united states',utah',41.5104,-112.0156
other,brantford',canada',ontario',43.1394,-80.2636
other,brainerd',united states',minnesota',46.358,-94.2008
other,boston',united states',massachusetts',42.3605,-71.0596
other,blue hill',united states',maine',44.414,-68.5867
other,black hawk',united states',colorado',,
other,bismarck',united states',north dakota',46.8083,-100.7837
other,birmingham',united states',alabama',33.5207,-86.8024
other,binghamton',united states',new york (state)',42.097,-75.9143
other,beverly',united states',massachusetts',42.5584,-70.88
other,beverly farms',united states',massachusetts',42.5584,-70.88
other,bethlehem',united states',pennsylvania',40.6179,-75.3787
other,bethlehem',united states',new hampshire',44.2803,-71.6881
other,berkeley',united states',california',37.8708,-122.2729
other,berkeley springs',united states',west virginia',39.6269,-78.2277
other,benton harbor',united states',michigan',42.1167,-86.4542
other,bennington',united states',vermont',42.8783,-73.1972
other,beloit',united states',wisconsin',42.5083,-89.0318
other,"belle center', 'degraff'",united states',ohio',40.5067,-83.748
other,baxter springs',united states',kansas',37.0237,-94.7355
other,battle creek',united states',michigan',42.3193,-85.1824
other,barre',united states',vermont',44.197,-72.502
other,barre',united states',massachusetts',42.4229,-72.1051
other,bar harbor',united states',maine',44.3876,-68.2039
other,bangor',united states',maine',44.8012,-68.7778
other,baltimore',united states',maryland',39.2909,-76.6108
other,ballston spa',united states',new york (state)',43.0009,-73.849
other,bakersfield',united states',california',35.3739,-119.0195
other,azusa',united states',california',34.1339,-117.9056
other,aurora',united states',illinois',41.7606,-88.3201
other,auburn',united states',california',38.8946,-121.074
other,atlantic city',united states',new jersey',39.3643,-74.4229
other,atlanta',united states',georgia',33.7491,-84.3902
other,aspen',united states',colorado',39.1911,-106.8236
other,ashland',united states',wisconsin',46.5928,-90.8839
other,ashland',united states',new hampshire',43.6954,-71.6306
other,"asbury park', 'ocean grove'",united states',new jersey',,
other,asbury park',united states',new jersey',40.2204,-74.0121
other,arlington (kearny)',united states',new jersey',,
other,"appleton', 'granite falls', 'montevideo', 'preston'",united states',minnesota',45.1961,-96.0675
other,anniston',united states',alabama',33.6594,-85.8316
other,amsterdam',united states',new york (state)',42.9434,-74.185
other,amityville',united states',new york (state)',40.679,-73.4171
other,"amesville', 'guysville', 'stewart'",united states',ohio',39.4006,-81.9557
other,amarillo',united states',texas',35.2072,-101.8338
other,allentown',united states',pennsylvania',40.6022,-75.4713
other,alexandria',united states',virginia',38.8051,-77.047
other,albion (orleans county)',united states',new york (state)',43.2465,-78.1935
other,albany',united states',new york (state)',42.6512,-73.755
other,adams',united states',massachusetts',42.6242,-73.1176
other,absecon',united states',new jersey',39.4285,-74.4957
other,abington',united states',massachusetts',42.1048,-70.9453
other,abingdon',united states',illinois',40.8045,-90.4018
other,"""world's fair (proposed), 1883 (manhattan, new york)""",united states',new york (state)',,
other,,united states',mississippi',,
other,,united states',massachusetts',,
other,,united states',florida',,
other,,,,,
fowler,zelienople',united states',pennsylvania',40.7958,-80.1371
fowler,wyandotte',united states',michigan',42.2007,-83.151
fowler,wrightsville (york county)',united states',pennsylvania',40.0267,-76.5334
fowler,woodsfield',united states',ohio',39.7626,-81.1154
fowler,wolfe city',united states',texas',33.3707,-96.0689
fowler,windber',united states',pennsylvania',40.2398,-78.835
fowler,wilson',united states',north carolina',35.7213,-77.9155
fowler,"wilson (allegheny)', 'mendelssohn'",united states',pennsylvania',,
fowler,wilmerding',united states',pennsylvania',40.3909,-79.81
fowler,williamsburg (blair county)',united states',pennsylvania',40.462,-78.1997
fowler,wilkes-barre',united states',pennsylvania',41.2459,-75.8813
fowler,weston',united states',west virginia',39.0384,-80.4673
fowler,west newton',united states',pennsylvania',40.2098,-79.767
fowler,west bethlehem township',united states',pennsylvania',40.0395,-80.2051
fowler,waynesburg',united states',pennsylvania',39.8965,-80.1792
fowler,washington',united states',pennsylvania',40.174,-80.2462
fowler,"verona', 'oakmont (allegheny county)'",united states',pennsylvania',40.5065,-79.8431
fowler,uniontown (fayette county)',united states',pennsylvania',39.9001,-79.7164
fowler,union city',united states',pennsylvania',41.8995,-79.8453
fowler,tyrone',united states',pennsylvania',40.6706,-78.2383
fowler,turtle creek',united states',pennsylvania',40.4059,-79.8251
fowler,tulsa',united states',oklahoma',36.1012,-95.9251
fowler,tullytown',united states',pennsylvania',40.1393,-74.8146
fowler,topton',united states',pennsylvania',40.5034,-75.7013
fowler,tobyhanna',united states',pennsylvania',41.177,-75.418
fowler,titusville',united states',pennsylvania',41.6245,-79.6697
fowler,tionesta',united states',pennsylvania',41.4953,-79.4559
fowler,tidioute',united states',pennsylvania',41.6851,-79.4031
fowler,terre hill',united states',pennsylvania',40.1574,-76.0504
fowler,telford',united states',pennsylvania',40.322,-75.328
fowler,tarentum',united states',pennsylvania',40.6015,-79.7598
fowler,sunset',united states',texas',33.4521,-97.7667
fowler,suffolk',united states',virginia',36.7282,-76.5836
fowler,strasburg',united states',pennsylvania',39.9832,-76.1841
fowler,south rocky mount (rocky mount)',united states',north carolina',35.9424,-77.7957
fowler,south fork',united states',pennsylvania',40.3673,-78.7914
fowler,souderton',united states',pennsylvania',40.3118,-75.3252
fowler,somerville',united states',new jersey',40.5743,-74.6099
fowler,somerset',united states',pennsylvania',40.0084,-79.0781
fowler,sistersville',united states',west virginia',39.5642,-80.9959
fowler,sinking spring',united states',pennsylvania',40.3273,-76.011
fowler,shenandoah',united states',pennsylvania',40.8204,-76.2008
fowler,sheffield',united states',pennsylvania',41.7039,-79.0356
fowler,sharpsville',united states',pennsylvania',41.2592,-80.472
fowler,sharon',united states',pennsylvania',41.2331,-80.4934
fowler,sellersville',united states',pennsylvania',40.3543,-75.305
fowler,scranton',united states',pennsylvania',41.4087,-75.6621
fowler,scio',united states',ohio',40.3959,-81.0848
fowler,schwenksville',united states',pennsylvania',40.2562,-75.4638
fowler,salem',united states',west virginia',39.2829,-80.559
fowler,saint marys',united states',west virginia',39.3917,-81.2051
fowler,saint marys (elk county)',united states',pennsylvania',41.428,-78.5611
fowler,royersford',united states',pennsylvania',40.1843,-75.538
fowler,roscoe',united states',pennsylvania',40.0795,-79.8656
fowler,rocky mount',united states',north carolina',35.9424,-77.7957
fowler,rochester',united states',pennsylvania',40.7023,-80.2865
fowler,rising sun',united states',maryland',39.6979,-76.0627
fowler,ridgway',united states',pennsylvania',41.4203,-78.7286
fowler,pottsville',united states',pennsylvania',40.6851,-76.1954
fowler,port jervis',united states',new york (state)',41.3751,-74.6927
fowler,point marion',united states',pennsylvania',39.739,-79.8987
fowler,pocahontas',united states',virginia',37.3037,-81.3395
fowler,plains',united states',pennsylvania',41.2754,-75.8502
fowler,"pittston', 'west pittston'",united states',pennsylvania',41.3259,-75.7894
fowler,pittsburgh',united states',pennsylvania',40.4417,-79.9901
fowler,pitcairn',united states',pennsylvania',40.4031,-79.7781
fowler,philippi',united states',west virginia',39.1523,-80.0404
fowler,philadelphia',united states',pennsylvania',40.0115,-75.1327
fowler,peshtigo',united states',wisconsin',45.0544,-87.7493
fowler,perkasie',united states',pennsylvania',40.372,-75.2927
fowler,pennsburg',united states',pennsylvania',40.3909,-75.4921
fowler,pennsboro',united states',west virginia',39.2851,-80.9684
fowler,pen argyl',united states',pennsylvania',40.8687,-75.2549
fowler,peckville',united states',pennsylvania',41.48,-75.6
fowler,parsons',united states',west virginia',39.0969,-79.6809
fowler,parkersburg',united states',west virginia',39.2667,-81.5615
fowler,oxford',united states',pennsylvania',39.7852,-75.979
fowler,"orbisonia', 'rockhill furnance'",united states',pennsylvania',40.2429,-77.8931
fowler,oil city',united states',pennsylvania',41.4339,-79.7064
fowler,ocilla',united states',georgia',31.5944,-83.2504
fowler,"ocean grove', 'asbury park'",united states',new jersey',,
fowler,oakland (garrett county)',united states',maryland',39.4079,-79.4067
fowler,"northfork', 'clark'",united states',west virginia',37.4209,-81.4401
fowler,north east',united states',pennsylvania',42.2156,-79.8342
fowler,newville (cumberland county)',united states',pennsylvania',40.1679,-77.4047
fowler,newtown (bucks county)',united states',pennsylvania',40.2296,-74.9404
fowler,"newport', 'east newport'",united states',pennsylvania',40.4779,-77.1305
fowler,new martinsville',united states',west virginia',39.6445,-80.8576
fowler,new kensington',united states',pennsylvania',40.5698,-79.7648
fowler,new castle',united states',pennsylvania',41.0037,-80.347
fowler,new brighton',united states',pennsylvania',40.7304,-80.3101
fowler,mountville',united states',pennsylvania',40.0393,-76.4308
fowler,mountain lake park',united states',maryland',39.3984,-79.3817
fowler,mount union (huntingdon county)',united states',pennsylvania',40.3845,-77.8822
fowler,mount pleasant (westmoreland county)',united states',pennsylvania',40.149,-79.5411
fowler,mount joy (lancaster county)',united states',pennsylvania',40.1099,-76.5033
fowler,moscow',united states',pennsylvania',41.3367,-75.5185
fowler,morrisville (bucks county)',united states',pennsylvania',40.2115,-74.7879
fowler,morristown',united states',new jersey',40.797,-74.481
fowler,morgantown',united states',west virginia',39.6295,-79.9559
fowler,moosic',united states',pennsylvania',41.3534,-75.7382
fowler,montrose (susquehanna county)',united states',pennsylvania',41.834,-75.8771
fowler,monongahela',united states',pennsylvania',40.2031,-79.9262
fowler,monaca',united states',pennsylvania',40.6873,-80.2715
fowler,mingo junction',united states',ohio',40.3217,-80.6098
fowler,minersville',united states',pennsylvania',40.6906,-76.2622
fowler,"miners mills', 'mill creek'",united states',pennsylvania',40.4356,-77.9308
fowler,millersville',united states',pennsylvania',39.998,-76.3545
fowler,millersburg',united states',pennsylvania',40.5417,-76.9614
fowler,mifflintown',united states',pennsylvania',40.5698,-77.3969
fowler,mifflin',united states',pennsylvania',40.4933,-77.5355
fowler,"midland', 'ocean'",united states',maryland',39.6342,-78.95
fowler,middletown',united states',new york (state)',41.4459,-74.4229
fowler,middletown (orange county)',united states',new york (state)',41.4459,-74.4229
fowler,meyersdale',united states',pennsylvania',39.8137,-79.0247
fowler,mechanicsburg',united states',pennsylvania',40.2102,-77.0047
fowler,mckees rocks',united states',pennsylvania',40.44,-80.15
fowler,mcdonald',united states',pennsylvania',40.38,-80.17
fowler,martins ferry',united states',ohio',40.0959,-80.7245
fowler,mannington',united states',west virginia',39.5309,-80.3434
fowler,mahanoy city',united states',pennsylvania',40.8126,-76.1416
fowler,macungie',united states',pennsylvania',40.5159,-75.5552
fowler,lonaconing',united states',maryland',39.5659,-78.9803
fowler,lititz',united states',pennsylvania',40.1571,-76.3072
fowler,lindsey (punxsutawney)',united states',pennsylvania',,
fowler,ligonier',united states',pennsylvania',40.2431,-79.2375
fowler,latrobe',united states',pennsylvania',40.3212,-79.3795
fowler,ladonia',united states',texas',33.4248,-95.9464
fowler,kittanning',united states',pennsylvania',40.8165,-79.522
fowler,keystone',united states',west virginia',,
fowler,johnsonburg',united states',pennsylvania',41.4906,-78.675
fowler,jermyn',united states',pennsylvania',41.5309,-75.5455
fowler,jefferson (ashtabula county)',united states',ohio',41.7387,-80.7698
fowler,jeannette',united states',pennsylvania',40.3281,-79.6153
fowler,irwin',united states',pennsylvania',40.3245,-79.7012
fowler,irvona',united states',pennsylvania',40.7745,-78.5534
fowler,indiana',united states',pennsylvania',40.6215,-79.1525
fowler,hyndman',united states',pennsylvania',39.8226,-78.7188
fowler,honesdale',united states',pennsylvania',41.5768,-75.2588
fowler,homestead',united states',pennsylvania',40.4059,-79.912
fowler,high point',united states',north carolina',35.9557,-80.0053
fowler,hiawatha',united states',kansas',39.8525,-95.5358
fowler,hendersonville',united states',north carolina',35.3187,-82.461
fowler,havre de grace',united states',maryland',39.549,-76.0915
fowler,harrisville',united states',west virginia',39.2097,-81.0521
fowler,harmony (butler county)',united states',pennsylvania',40.8028,-80.1281
fowler,hamburg',united states',pennsylvania',40.5556,-75.9819
fowler,guthrie',united states',oklahoma',35.8789,-97.4253
fowler,grove city',united states',pennsylvania',41.1578,-80.0887
fowler,greensburg',united states',pennsylvania',40.3015,-79.5389
fowler,grafton',united states',west virginia',39.3409,-80.019
fowler,goshen',united states',new york (state)',41.402,-74.3243
fowler,glassport',united states',pennsylvania',40.3248,-79.8923
fowler,girardville',united states',pennsylvania',40.7915,-76.2836
fowler,gettysburg',united states',pennsylvania',39.8309,-77.2311
fowler,garfield',united states',new jersey',40.8815,-74.1132
fowler,gallitzin',united states',pennsylvania',40.4823,-78.5517
fowler,frostburg',united states',maryland',39.6581,-78.9284
fowler,franklin',united states',virginia',36.6777,-76.9225
fowler,franklin (venango county)',united states',pennsylvania',41.3978,-79.8314
fowler,frackville',united states',pennsylvania',40.784,-76.2302
fowler,fort reno',united states',oklahoma',,
fowler,forest city',united states',pennsylvania',41.6515,-75.4666
fowler,ford city',united states',pennsylvania',40.7696,-79.5318
fowler,fleetwood',united states',pennsylvania',40.454,-75.818
fowler,fitzgerald',united states',georgia',31.7149,-83.2527
fowler,"fairmont', 'palatine'",united states',west virginia',39.4851,-80.1426
fowler,factoryville (wyoming county)',united states',pennsylvania',41.5631,-75.7827
fowler,everett',united states',pennsylvania',40.0115,-78.3733
fowler,evans city',united states',pennsylvania',40.7692,-80.0628
fowler,ephrata',united states',pennsylvania',40.1799,-76.1789
fowler,emporia',united states',virginia',36.686,-77.5425
fowler,emlenton',united states',pennsylvania',41.1807,-79.7096
fowler,elkton',united states',maryland',39.6068,-75.8333
fowler,elkins',united states',west virginia',38.9259,-79.8467
fowler,"elizabeth', 'west elizabeth'",united states',pennsylvania',40.2708,-79.8994
fowler,el reno',united states',oklahoma',35.5322,-97.9551
fowler,edwardsville',united states',pennsylvania',41.2695,-75.9163
fowler,edmond',united states',oklahoma',35.6571,-97.4649
fowler,duquesne',united states',pennsylvania',40.3815,-79.8598
fowler,dunmore',united states',pennsylvania',41.4198,-75.6324
fowler,duncannon',united states',pennsylvania',40.3931,-77.0326
fowler,dunbar',united states',pennsylvania',39.9779,-79.6145
fowler,dubois',united states',pennsylvania',41.1192,-78.76
fowler,downingtown',united states',pennsylvania',40.0065,-75.7033
fowler,dover',united states',ohio',40.5213,-81.4741
fowler,donora',united states',pennsylvania',40.1734,-79.8575
fowler,derry',united states',pennsylvania',40.334,-79.2998
fowler,denison',united states',texas',33.7557,-96.5367
fowler,dawson',united states',pennsylvania',40.047,-79.6555
fowler,davis',united states',west virginia',39.1287,-79.4648
fowler,curwensville',united states',pennsylvania',40.9756,-78.525
fowler,cumberland',united states',maryland',39.6529,-78.7625
fowler,corry',united states',pennsylvania',41.9203,-79.6403
fowler,cordele',united states',georgia',31.9635,-83.7824
fowler,connellsville',united states',pennsylvania',40.0179,-79.5895
fowler,conneaut',united states',ohio',41.9476,-80.5542
fowler,confluence',united states',pennsylvania',39.8129,-79.3567
fowler,columbia',united states',pennsylvania',40.0321,-76.5016
fowler,collegeville',united states',pennsylvania',40.1857,-75.4516
fowler,clearfield (clearfield county)',united states',pennsylvania',41.0273,-78.4392
fowler,clarksburg',united states',west virginia',39.2806,-80.3445
fowler,clarion',united states',pennsylvania',41.2148,-79.3853
fowler,clarendon',united states',texas',34.9378,-100.8882
fowler,childress',united states',texas',34.4265,-100.204
fowler,chestertown',united states',maryland',39.209,-76.0666
fowler,charleroi',united states',pennsylvania',40.1378,-79.8981
fowler,chambersburg',united states',pennsylvania',39.9406,-77.6599
fowler,carthage',united states',missouri',37.1764,-94.3102
fowler,carnegie',united states',pennsylvania',40.4087,-80.0834
fowler,carbondale',united states',pennsylvania',41.5737,-75.5019
fowler,canonsburg',united states',pennsylvania',40.2626,-80.1873
fowler,cameron',united states',west virginia',39.827,-80.5665
fowler,cambridge',united states',ohio',40.0312,-81.5885
fowler,cambridge springs',united states',pennsylvania',41.8037,-80.0564
fowler,california',united states',pennsylvania',40.0658,-79.8918
fowler,california (washington county)',united states',pennsylvania',40.0658,-79.8918
fowler,cairo',united states',west virginia',39.2088,-81.1569
fowler,butler',united states',pennsylvania',40.861,-79.8952
fowler,"burnham', 'yeagertown'",united states',pennsylvania',40.6387,-77.5686
fowler,buckhannon',united states',west virginia',38.9939,-80.2323
fowler,brownsville (fayette county)',united states',pennsylvania',40.0237,-79.8839
fowler,brookville',united states',pennsylvania',41.1612,-79.0831
fowler,bristol',united states',"virginia', 'tennessee'",,
fowler,bradford',united states',pennsylvania',41.9559,-78.6439
fowler,bluefield',united states',west virginia',37.2698,-81.2223
fowler,black mountain',united states',north carolina',35.6179,-82.3212
fowler,birdsboro',united states',pennsylvania',40.2645,-75.8041
fowler,berlin',united states',pennsylvania',39.9206,-78.9578
fowler,belle vernon',united states',pennsylvania',40.1251,-79.8664
fowler,beaver',united states',pennsylvania',40.6917,-80.371
fowler,bartlesville',united states',oklahoma',36.7473,-95.9808
fowler,barnesville',united states',ohio',39.9881,-81.1765
fowler,aurora',united states',missouri',36.9709,-93.718
fowler,ashtabula',united states',ohio',41.8651,-80.7898
fowler,asheville',united states',north carolina',35.6009,-82.554
fowler,asbury park',united states',new jersey',40.2204,-74.0121
fowler,ardmore',united states',oklahoma',34.1743,-97.1436
fowler,archbald',united states',pennsylvania',41.4948,-75.5369
fowler,apollo',united states',pennsylvania',40.5815,-79.5664
fowler,annville',united states',pennsylvania',40.3296,-76.5152
fowler,alvord',united states',texas',33.3584,-97.6948
fowler,altoona',united states',pennsylvania',40.5187,-78.3947
fowler,allentown',united states',pennsylvania',40.6022,-75.4713
fowler,"alburtis', 'lockridge'",united states',pennsylvania',40.5109,-75.603
burleigh,"wolfeboro', 'south wolfeborough'",united states',new hampshire',43.584,-71.2073
burleigh,woburn',united states',massachusetts',42.4793,-71.1523
burleigh,windsor',united states',vermont',43.4803,-72.3848
burleigh,windsor',united states',new york (state)',42.0759,-75.6405
burleigh,winchester',united states',new hampshire',42.7734,-72.3831
burleigh,wilmington',united states',vermont',42.8684,-72.8715
burleigh,williamstown',united states',massachusetts',42.7122,-73.2036
burleigh,whitesboro',united states',new york',43.122,-75.2916
burleigh,white plains',united states',new york (state)',41.034,-73.7629
burleigh,westford',united states',massachusetts',42.5793,-71.4378
burleigh,west randolph',united states',vermont',43.9251,-72.6659
burleigh,"west lebanon', 'white river junction'",united states',"new hampshire', 'vermont'",43.6492,-72.3104
burleigh,west chazy',united states',new york (state)',44.8206,-73.5071
burleigh,weedsport',united states',new york (state)',43.0487,-76.5627
burleigh,waterville',united states',new york (state)',42.9312,-75.3799
burleigh,watertown',united states',new york (state)',43.9748,-75.9108
burleigh,warwick',united states',new york (state)',41.2565,-74.3599
burleigh,warsaw',united states',new york (state)',42.7401,-78.1328
burleigh,warrensburg',united states',new york (state)',43.4967,-73.7762
burleigh,wappingers falls',united states',new york (state)',41.5966,-73.9112
burleigh,walton',united states',new york (state)',42.1695,-75.1293
burleigh,walden (orange county)',united states',new york (state)',41.5612,-74.1885
burleigh,vergennes',united states',vermont',44.1683,-73.2517
burleigh,valley falls',united states',new york (state)',42.9034,-73.5626
burleigh,unadilla',united states',new york (state)',42.3254,-75.3124
burleigh,townsend',united states',massachusetts',42.6668,-71.7051
burleigh,torrington',united states',connecticut',41.8007,-73.1212
burleigh,ticonderoga',united states',new york (state)',43.8488,-73.4232
burleigh,tallapoosa',united states',georgia',33.7445,-85.288
burleigh,stillwater',united states',new york (state)',42.9384,-73.6532
burleigh,stamford',united states',new york (state)',42.4073,-74.6143
burleigh,stamford',united states',connecticut',41.0534,-73.5387
burleigh,st. johnsville',united states',new york (state)',42.9981,-74.6829
burleigh,springville (erie county)',united states',new york (state)',42.5084,-78.6672
burleigh,springfield',united states',vermont',43.2984,-72.4823
burleigh,south acton',united states',massachusetts',42.4851,-71.4328
burleigh,skaneateles',united states',new york (state)',42.947,-76.4291
burleigh,silver creek',united states',new york (state)',42.5442,-79.1667
burleigh,sidney',united states',new york (state)',42.3148,-75.3916
burleigh,shortsville',united states',new york (state)',42.9559,-77.2207
burleigh,sherburne',united states',new york (state)',42.6781,-75.4985
burleigh,schuylerville',united states',new york (state)',43.1001,-73.5818
burleigh,schenectady',united states',new york (state)',42.8142,-73.9396
burleigh,saratoga springs',united states',new york (state)',43.0822,-73.7854
burleigh,sanford',united states',maine',43.4392,-70.7742
burleigh,sandy hill',united states',new york (state)',,
burleigh,salem',united states',new york (state)',43.1723,-73.3276
burleigh,rutland',united states',vermont',43.6106,-72.9726
burleigh,rome',united states',new york (state)',43.2128,-75.4557
burleigh,rockton',united states',new york (state)',,
burleigh,richfield springs',united states',new york (state)',42.8534,-74.9854
burleigh,rhinebeck',united states',new york (state)',41.9269,-73.9127
burleigh,pulaski',united states',new york (state)',43.567,-76.1277
burleigh,poultney',united states',vermont',43.5172,-73.2365
burleigh,potsdam',united states',new york (state)',44.6698,-74.9813
